block_type,block_type_name,inventory_item_type
1968,LabHangingWires1,0
1969,LabHangingWires2,0
1970,LabHoseLarge,0
1971,LabLightLine,0
1972,LabLightRed,0
1973,LabLightRound,0
1974,LabMeter,0
1975,LabPlatform,0
1976,LabPoster1,0
1977,LabPoster2,0
1978,LabRobotArm1,0
1979,LabRobotArm2,0
1980,LabServer1,0
1981,LabSwitch1,0
1982,LabWallHole,0
1983,LabWhiteboard,0
1984,LabWindow1,1
1985,LabWindow2,1
1986,LabWindow3,1
1987,LabWindow4,1
1988,LabRayMachine,0
1989,MaskTopHeadHeroBlack,4
1990,MaskTopHeadHeroBlue,4
1991,MaskTopHeadHeroGreen,4
1992,MaskTopHeadHeroRed,4
1993,MaskTopHeadHeroPurple,4
1994,LabEnterPortal,0
1995,LabExitPortal,0
1996,MaskEyesHeroBlack,4
1997,MaskEyesHeroBlue,4
1998,MaskEyesHeroGreen,4
1999,MaskEyesHeroRed,4
2000,MaskEyesHeroPurple,4
2001,BluePortal,0
2002,ConsumableBlueParticle,7
2003,DeflectorSuper,0
2004,ElectricTrap,0
2005,LaserShooterTrap,0
2006,LabPoisonTrap,0
2007,LaserBeamTrap,0
2008,GravityModifier,0
2009,ShirtSuperHeroBlue,4
2010,PantsSuperHeroBlue,4
2011,ShirtSuperHeroBlack,4
2012,PantsSuperHeroBlack,4
2013,ShirtSuperHeroPurple,4
2014,PantsSuperHeroPurple,4
2015,ShirtSuperHeroGreen,4
2016,PantsSuperHeroGreen,4
2017,ShirtSuperHeroRed,4
2018,PantsSuperHeroRed,4
2019,GlovesSuperHeroRed,4
2020,ShoesSuperHeroRed,4
2021,GlovesSuperHeroWhite,4
2022,ShoesSuperHeroWhite,4
2023,ShoesSuperHeroPurple,4
2024,ShoesSuperHeroGreen,4
2025,MaskSuperHeroBlue,4
2026,MaskSuperHeroRed,4
2027,CapeSuperHeroPurple,4
2028,CapeSuperHeroBlack,4
2029,MaskSuperHeroKettle,4
2030,MaskSuperHeroGreen,4
2031,MaskSuperHeroBlack,4
2032,EarsSuperHeroFox,4
2033,TailSuperHeroFox,4
2034,WeaponSuperHeroShieldGreen,5
2035,ShirtSuperHeroineBlack,4
2036,PantsSuperHeroineBlack,4
2037,GlovesSuperHeroineWristBlack,4
2038,ShirtLabCoat,4
2039,ShoesSuperHeroineBlack,4
2040,HairSuperHeroineBlack,4
2041,HairSuperHeroGreen,4
2042,GlassesSuperHeroVisorRed,5
2043,WeaponShoutGun,5
2044,ShoesBouncy,4
2045,JetPackLongJump,4
2046,LabBossBackground1,1
2047,LabBossBackground2,1
2048,LabBossBuilding1,1
2049,LabBossBuilding2,1
2050,LabFan,0
2051,LabHangarDoor1,0
2052,LabHangarDoor2,0
2053,LabHangarDoor3,0
2054,LabHangarDoor4,0
2055,LabHangarDoorEdges1,0
2056,LabHangarDoorEdges2,0
2057,LabHangarDoorEdges3,0
2058,LabHangarDoorEdges4,0
2059,LabHangarDoorEdges5,0
2060,LabHangarDoorEdges6,0
2061,LabHangarDoorEdges7,0
2062,LabHangarDoorEdges8,0
2063,LabPortalEnterSign,0
2064,LabPortalExitSign,0
2065,BattleBarrierLab,0
2066,LabGiftBox,0
2067,WeaponLaserGunSmall,5
2068,GlovesCrabHands,4
2069,WorldHologram,0
2070,SpotlightFloor,0
2071,CapeSuperHeroGenericBlue,4
2072,CapeSuperHeroGenericBlack,4
2073,CapeSuperHeroGenericGreen,4
2074,CapeSuperHeroGenericRed,4
2075,CapeSuperHeroGenericPurple,4
2076,NukeDecoration,0
2077,MaskSuperHeroineBlack,4
2078,SuperHeroPinballBumper,0
2079,SuperHeroSpringBoard,0
2080,SoilFadeBlockMedium,0
2081,SoilFadeBlockDark,0
2082,PantsHeroTightsBlack,4
2083,PantsHeroTightsBlue,4
2084,PantsHeroTightsRed,4
2085,PantsHeroTightsGreen,4
2086,PantsHeroTightsPurple,4
2087,QuantumSafe,0
2088,GlassesBlindfold,4
2089,HatHeadbandRed,4
2090,HatHeroHoodBlack,4
2091,GlovesSuperHeroBlack,4
2092,ShoesSuperHeroBlack,4
2093,TailCatBlack,4
2094,HatEarsCatBlack,4
2095,WeaponCrowbar,5
2096,SuitInvisibility,4
2097,PantsSummerShorts,4
2098,DressSummerRed,4
2099,HatSummerHiabi,4
2100,GlassesSummerRed,4
2101,ShirtSailorSweater,4
2102,HatSummerWide,4
2103,WeaponFish,5
2104,HatOctopus,4
2105,WeaponIceCream,5
2106,MaskScubagear,4
2107,WingsFishfins,4
2108,WeaponHarpoon,5
2109,ShoesRollerblades,4
2110,GoldenPopsicleStatue,0
2111,WeaponSunHammer,5
2112,NeckFloaterTurtle,4
2113,GiantClam,0
2114,HoneyCombBackground,1
2115,KettleGrill,0
2116,SandCastleCommon,0
2117,SlicedPineappleBlock,0
2118,Sunchair,0
2119,TikiTorch,0
2120,TurtleFloaterProp,0
2121,XtremeSpeaker,0
2122,WildBeeHive,0
2123,SunUmbrellaCommon,0
2124,FlowerArrangement,0
2125,OrbBlueSkyBackground,7
2126,FamiliarTurtle1A,10
2127,FamiliarTurtle2A,10
2128,FamiliarTurtle3A,10
2129,FamiliarSun1A,10
2130,FamiliarSun2A,10
2131,FamiliarSquid1A,10
2132,FamiliarSquid2A,10
2133,FamiliarSquid3A,10
2134,FamiliarSquid4A,10
2135,FamiliarSquid4B,10
2136,SurfStand,0
2137,TikiBar,0
2138,HatHelmetLords,4
2139,GlassesScifiVisorBlack,4
2140,WeaponGunLaserScifi,5
2141,WeaponSwordSlayer,5
2142,BlueprintWeaponGunAK47,9
2143,BlueprintGlassesScifiVisorBlack,9
2144,SuitUnisexSwimsuit,4
2145,FavouriteWorldsProp,0
2146,DisplayBlock,0
2147,ShardGunmetal,8
2148,RuleBotWeapon,0
2149,HatHelmetVisorPWRBlack,4
2150,GlovesPWRBlack,4
2151,ShoesPWRBlack,4
2152,SuitPWRBlack,4
2153,HatFishFin,4
2154,Graffiti7a,0
2155,Graffiti7b,0
2156,Graffiti7c,0
2157,Graffiti7d,0
2158,Graffiti7e,0
2159,Graffiti7f,0
2160,DressFantasyRed,4
2161,ShoesFantasyRed,4
2162,BlueprintHatHelmetVisorPWRBlack,9
2163,BlueprintGlovesPWRBlack,9
2164,BlueprintShoesPWRBlack,9
2165,BlueprintSuitPWRBlack,9
2166,Mannequin,0
2167,CoatFantasyWoodElf,4
2168,PantsFantasyWoodElf,4
2169,ShoesFantasyWoodElf,4
2170,HairFantasyWoodElf,4
2171,MaskFantasyWoodElf,4
2172,WeaponSwordsDualWoodElf,5
2173,CapeFantasyWoodElf,4
2174,EarsFantasyElf,4
2175,CoatFantasyHighElf,4
2176,PantsFantasyHighElf,4
2177,ShoesFantasyHighElf,4
2178,HairFantasyHighElf,4
2179,HatFantasyHighElf,4
2180,CapeFantasyHighElf,4
2181,WeaponLanceHighElf,5
2182,HatHalo,4
2183,WingsGoldNBlack,4
2184,HatHelmetChaos,4
2185,ShirtArmorChaos,4
2186,PantsChaos,4
2187,ShoesChaos,4
2188,WeaponSwordChaos,5
2189,WeaponSwordBlood,5
2190,ShirtSuperHeroSirLaser,4
2191,PantsSuperHeroSirLaser,4
2192,ShoesSuperHeroSirLaser,4
2193,GlovesSuperHeroSirLaser,4
2194,ShirtSuperHeroGloomyClubber,4
2195,PantsSuperHeroGloomyClubber,4
2196,ShoesSuperHeroGloomyClubber,4
2197,BackSuperHeroGloomyDualSticks,4
2198,WeaponSuperHeroGloomyDualSticks,5
2199,MaskSuperHeroGloomyClubber,4
2200,BackhandItemFantasyHighElf,4
2201,CapeBerserkerPolar,4
2202,MaskHorseHeadUnicorn,4
2203,DoorLevelVIP,0
2204,DoorLevel,0
2205,DoorVIP,0
2206,HatchLevelVIP,0
2207,HatchLevel,0
2208,HatchVIP,0
2209,SuitOnepiecePink,4
2210,VIPNeonSign,0
2211,StereosGreen,0
2212,LockWorldNoob,0
2213,HomeWorldEdgeBlock,0
2214,VegetationBackground,1
2215,FantasyBlueIndentBackground1,1
2216,FantasyBlueIndentBackground2,1
2217,FantasyBlueIndentBackground3,1
2218,FantasyBluePatternBackground1,1
2219,FantasyBluePatternBackground2,1
2220,FantasyBlueShinglesBackground,1
2221,FantasyLightBrickBackground,1
2222,FantasyLightTileBackground,1
2223,FantasyLightWindow1,1
2224,FantasyLightWindow2,1
2225,FantasyLightWindow3,1
2226,FantasyLightWindow4,1
2227,FantasyMetalBackground,1
2228,FantasyPurpleBrickBackground,1
2229,FantasyPurpleIndentBackground1,1
2230,FantasyPurpleIndentBackground2,1
2231,FantasyPurpleIndentBackground3,1
2232,FantasyPurpleTileBackground,1
2233,FantasyPurpleWindow1,1
2234,FantasyPurpleWindow2,1
2235,FantasyPurpleWindow3,1
2236,FantasyPurpleWindow4,1
2237,FantasyDarkBlock1,0
2238,FantasyDarkBlock2,0
2239,FantasyDarkBlock3,0
2240,FantasyLightBlock1,0
2241,FantasyLightBlock2,0
2242,FantasyLightBlock3,0
2243,FantasyLightBlock4,0
2244,FantasyMetalRingBlock,0
2245,FantasyBlueLight,0
2246,FantasyRedLight,0
2247,FantasyCrateWooden,0
2248,FantasyDarkBanner,0
2249,FantasyDarkFenceTall,0
2250,FantasyDarkPillar,0
2251,FantasyDarkSign,0
2252,FantasyDarkSupportBeam,0
2253,FantasyLightBanner,0
2254,FantasyLightFence,0
2255,FantasyLightPillar,0
2256,FantasyLightSign,0
2257,FantasyLightSupportBeam,0
2258,FantasyWell,0
2259,HatHelmetBloodLord,4
2260,ShirtBloodLord,4
2261,PantsBloodLord,4
2262,ShoesBloodLord,4
2263,PantsFaun,4
2264,BeardFaun,4
2265,HatHornsFaun,4
2266,NeckFaun,4
2267,EarsFaun,4
2268,TailFaun,4
2269,CoatWarlock,4
2270,StorageForUntradeables,0
2271,EyebrowsFaun,4
2272,EarsOrc,4
2273,FantasyScrollTable,0
2274,FantasySwordInStone,0
2275,WeaponSwordExcalibur,5
2276,LockWorldOutline,1
2277,BeardMoustacheHandlebarBlack,4
2278,HatJingasa,4
2279,WeaponCrookStaff,5
2280,CoatElfMage,4
2281,HatHornsElk,4
2282,HatHoodBloodLord,4
2283,HatHornsTormentor,4
2284,BeardHornsTormentor,4
2285,TailTormentor,4
2286,ContactLensesTormentor,4
2287,HatHelmetPaladin,4
2288,ShirtArmorPaladin,4
2289,PantsPaladin,4
2290,ShoesPaladin,4
2291,WeaponMacePaladin,5
2292,WingsTormentor,4
2293,WeaponScytheWarlock,5
2294,HatHoodWarlock,4
2295,HatHoodElfMage,4
2296,CapeChaos,4
2297,BackhandItemChaosShield,4
2298,OrangeJello,0
2299,BlackJello,0
2300,Firefly,0
2301,FantasyLightWindow5,1
2302,FantasyLightWindow6,1
2303,PotionHealing,7
2304,PotionDamageBlocks,7
2305,PotionDamageFighting,7
2306,PotionSpeechBubbleElf,7
2307,PotionWarpToExit,7
2308,PotionWarpToKey,7
2309,PotionInstantGrowth,7
2310,FantasyPlatformLight,0
2311,FantasyPlatformDark,0
2312,BeardOrcChin,4
2313,ShirtTopTribalOrc,4
2314,PantsSkirtTribalOrc,4
2315,ShoesTribalOrc,4
2316,HairTribalOrc,4
2317,VegetationBlockBrown,0
2318,VegetationBlockSilver,0
2319,VegetationBackgroundBrown,1
2320,VegetationBackgroundSilver,1
2321,TreeTrunkSilver,0
2322,FantasyThroneDark,0
2323,FantasyThroneLight,0
2324,FantasyDrippingSlime1,0
2325,FantasyDrippingSlime2,0
2326,(null),0
2327,NetherSoul,7
2328,LabBolt,7
2329,WeaponOrcClub,5
2330,TutorialQuestNPC,0
2331,WeaponSwordCalibur,5
2332,RuleBotPotion,0
2333,WeaponThrowableAxe,5
2334,HairInfluencerTery,4
2335,BeardInfluencerTery,4
2336,PotionSpeechBubbleOrc,7
2337,ExtraDropSnail,7
2338,ExtraDropShinyPebble,7
2339,ExtraDropFeather,7
2340,OverallsPlainBlack,4
2341,OverallsSkeleton,4
2342,OldAltar,0
2343,Recall,7
2344,SlimeShooterTrap,0
2345,SpikeTrapHalloween,0
2346,UnholyGround,0
2347,UnholyBackground,1
2348,ShirtBlackbird,4
2349,GlovesBlackbird,4
2350,ShoesBlackbird,4
2351,MaskBlackbird,4
2352,CapeBlackbird,4
2353,ShirtStraightJacket,4
2354,MaskScarecrow,4
2355,MaskScream,4
2356,MaskFlaming,4
2357,WingsRaven,4
2358,JetPackLongJumpPumpkin,4
2359,WingsSkeleton,4
2360,MaskCrow,4
2361,WeaponGuitarCrow,5
2362,MaskHannibal,4
2363,HatTopHatRocker,4
2364,HairCrow,4
2365,CoatCrow,4
2366,PantsCrow,4
2367,MaskDemonic,4
2368,FamiliarBat1A,10
2369,WeaponGunGoldenEagle,5
2370,WeaponThrowableHammer,5
2371,FamiliarPoop1A,10
2372,WeaponSwordButcher,5
2373,WeaponInsultingBat,5
2374,WeaponFlyingCane,5
2375,CapePurpleHeroGlide,4
2376,WeaponMaceOfCorruption,5
2377,MaskTormentor,4
2378,WaterDarkRiver,3
2379,FogDark,3
2380,SwordThrone,0
2381,HalloweenCandy,7
2382,BurnedBackground,1
2383,PantsBlackbird,4
2384,ShirtArmorPumpkinBlackTower,4
2385,PantsPumpkinBlackTower,4
2386,MaskPumpkinBlackTower,4
2387,WeaponSwordPumpkinBlackTower,5
2388,BackhandItemShieldPumpkinBlackTower,4
2389,BloodyChest,0
2390,AntiqueChair,0
2391,ZombieTrapRed,0
2392,AntiqueTable,0
2393,PumpkinLanternBlack,0
2394,ShirtHoodiePurple,4
2395,PantsSweatPurple,4
2396,CoatRobecaster,4
2397,OverallsMummy,4
2398,TailWolf,4
2399,SkullBlockGolden,0
2400,BatAlbino,0
2401,TombStoneMarble,0
2402,HugeMetalFanRed,0
2403,SmallChestBlackGold,0
2404,SoilBlockDark,0
2405,SoilBlockGrey,0
2406,FishingRodBambooBasic,5
2407,FishingRodBambooFine,5
2408,FishingRodBambooSuperior,5
2409,FishingRodBambooFlawless,5
2410,FishingRodFiberglassBasic,5
2411,FishingRodFiberglassFine,5
2412,FishingRodFiberglassSuperior,5
2413,FishingRodFiberglassFlawless,5
2414,FishingRodCarbonFiberBasic,5
2415,FishingRodCarbonFiberFine,5
2416,FishingRodCarbonFiberSuperior,5
2417,FishingRodCarbonFiberFlawless,5
2418,FishingRodTitaniumBasic,5
2419,FishingRodTitaniumFine,5
2420,FishingRodTitaniumSuperior,5
2421,FishingRodTitaniumFlawless,5
2422,FishHerringTiny,7
2423,FishHerringSmall,7
2424,FishHerringMedium,7
2425,FishHerringLarge,7
2426,FishHerringHuge,7
2427,FishKingfishTiny,7
2428,FishKingfishSmall,7
2429,FishKingfishMedium,7
2430,FishKingfishLarge,7
2431,FishKingfishHuge,7
2432,FishButterflyfishTiny,7
2433,FishButterflyfishSmall,7
2434,FishButterflyfishMedium,7
2435,FishButterflyfishLarge,7
2436,FishButterflyfishHuge,7
2437,FishGoldfishTiny,7
2438,FishGoldfishSmall,7
2439,FishGoldfishMedium,7
2440,FishGoldfishLarge,7
2441,FishGoldfishHuge,7
2442,FishCarpTiny,7
2443,FishCarpSmall,7
2444,FishCarpMedium,7
2445,FishCarpLarge,7
2446,FishCarpHuge,7
2447,FishHalibutTiny,7
2448,FishHalibutSmall,7
2449,FishHalibutMedium,7
2450,FishHalibutLarge,7
2451,FishHalibutHuge,7
2452,FishSeaAnglerTiny,7
2453,FishSeaAnglerSmall,7
2454,FishSeaAnglerMedium,7
2455,FishSeaAnglerLarge,7
2456,FishSeaAnglerHuge,7
2457,FishTunaTiny,7
2458,FishTunaSmall,7
2459,FishTunaMedium,7
2460,FishTunaLarge,7
2461,FishTunaHuge,7
2462,LureWorm,7
2463,LureBreadcrumb,7
2464,LureSmallMinnowGreen,7
2465,LureSmallMinnowPink,7
2466,LureTungstenJigBlack,7
2467,LureTungstenJigRed,7
2468,LureSpoonGold,7
2469,LureSpoonStripes,7
2470,LureSpoonNeon,7
2471,LureJigTwirltailPurple,7
2472,LureJigTwirltailGreen,7
2473,LureFlyYellow,7
2474,LureFlyRed,7
2475,LureJerkGreen,7
2476,LureJerkRed,7
2477,LureGoldenSpinner,7
2478,LureGreenSpinner,7
2479,LureLongMinnowSilver,7
2480,LureLongMinnowBlue,7
2481,LureGlowstickGreen,7
2482,LureGlowstickRed,7
2483,FishingIngredientBottle,7
2484,FishingIngredientBoot,7
2485,FishingIngredientAnchor,7
2486,FishingIngredientPropeller,7
2487,FishingIngredientSeaShell,7
2488,FishingIngredientWheel,7
2489,FishingIngredientGlasses,7
2490,FishingIngredientPearl,7
2491,FishingIngredientRing,7
2492,TrophyFishHerring,0
2493,TrophyFishKingfish,0
2494,TrophyFishButterflyfish,0
2495,TrophyFishGoldfish,0
2496,TrophyFishCarp,0
2497,TrophyFishHalibut,0
2498,TrophyFishSeaAngler,0
2499,TrophyFishTuna,0
2500,TrophyFishingTournamentFirst,0
2501,TrophyFishingTournamentSecond,0
2502,TrophyFishingTournamentThird,0
2503,FishingTackleStation,0
2504,FishingRecycler,0
2505,FishingGearStation,0
2506,FishingRodUpgradeStation,0
2507,CoatNetherWright,4
2508,ShirtArmoredWalker,4
2509,PantsArmoredWalker,4
2510,ShoesArmoredWalker,4
2511,HatHelmetArmoredWalker,4
2512,WeaponSwordArmoredWalker,5
2513,HatHelmetOldDiveSuit,4
2514,OverallsOldDiveSuit,4
2515,GlovesOldDiveSuit,4
2516,ShoesOldDiveSuit,4
2517,FishmongerBackground1,1
2518,FishmongerBackground2,1
2519,FishmongerBackground3,1
2520,FishmongerBackground4,1
2521,FishmongerBackground5,1
2522,FishmongerBackground6,1
2523,FishmongerBackground7,1
2524,FishmongerBackground8,1
2525,FishmongerBackground9,1
2526,FishTournamentBackground1,1
2527,FishTournamentBackground2,1
2528,FishTournamentBackground3,1
2529,FishTournamentBackground4,1
2530,FishTournamentBackground5,1
2531,FishTournamentBackground6,1
2532,FishTournamentBackground7,1
2533,FishTournamentBackground8,1
2534,FishTournamentBackground9,1
2535,FishingScoreBoard,0
2536,GlovesArmoredWalker,4
2537,FishFashionBackground1,1
2538,FishFashionBackground2,1
2539,FishFashionBackground3,1
2540,FishFashionBackground4,1
2541,FishFashionBackground5,1
2542,FishFashionBackground6,1
2543,FishFashionBackground7,1
2544,FishFashionBackground8,1
2545,FishFashionBackground9,1
2546,FishUpgradeBackground1,1
2547,FishUpgradeBackground2,1
2548,FishUpgradeBackground3,1
2549,FishUpgradeBackground4,1
2550,FishUpgradeBackground5,1
2551,FishUpgradeBackground6,1
2552,FishUpgradeBackground7,1
2553,FishUpgradeBackground8,1
2554,FishUpgradeBackground9,1
2555,RobeStaffCaster,4
2556,HatFisherRainYellow,4
2557,ShirtFisherRainYellow,4
2558,PantsFisherWoodenLeg,4
2559,BeardFisherSeadog,4
2560,HatFisherRodman,4
2561,ShirtFisherRodman,4
2562,ShoesFisherRodmanSandals,4
2563,BackhandItemFisherRodmanNet,4
2564,BackFisherRodmanBasket,4
2565,HatFisherProBlue,4
2566,GlassesFisherProBlue,4
2567,MaskFisherScarfProBlue,4
2568,OverallsFisherProBlue,4
2569,HatFisherBaitHatBlue,4
2570,HatFisherBaitHatGreen,4
2571,ShirtFisherVestPeige,4
2572,ShirtFisherVestGreen,4
2573,HatFisherFishHead,4
2574,ShoesFisherFishes,4
2575,TailFisherWorm,4
2576,HatFisherSnufnomad,4
2577,NeckFisherScarfSnufnomad,4
2578,MaskFisherPipeBubble,4
2579,MaskFisherWhistle,4
2580,NeckFisherTalisman,4
2581,TopEarRingFisherBait,4
2582,PantsXMasCalendar,4
2583,GlovesXMasCalendar,4
2584,HatHoodXMasCalendar,4
2585,ShoesXMasCalendar,4
2586,HubSignFishing1,0
2587,HubSignFishing2,0
2588,HatLuckyCapRed,4
2589,BeardMoustacheStanLee,4
2590,GlassesStanLee,4
2591,PeoplesChoiceAward,0
2592,ShirtSuperheroTridentist,4
2593,PantsSuperheroTridentist,4
2594,GlovesSuperheroTridentist,4
2595,ShoesSuperheroTridentist,4
2596,WeaponSuperheroTridentist,5
2597,MaskSuperheroTridentist,4
2598,TeethSuperheroTridentist,4
2599,OnepieceGingerbread,4
2600,HatHollyWreath,4
2601,HatAntlersReindeer,4
2602,HatCrownFrostLord,4
2603,WeaponSceptreFrostLord,5
2604,WeaponHandBell,5
2605,HatXmasBeanieRed,4
2606,HatXmasBeanieGreen,4
2607,HatXMasTophat,4
2608,WingsWinter,4
2609,FamiliarSnowperson1A,10
2610,PotionSpeechBubbleSanta,7
2611,RedCandle,0
2612,DungeonDoorWhite,0
2613,SoilFrosted,0
2614,PennantWhite,0
2615,WOTWWorldsProp,0
2616,TrophyFishingTournamentFirstBaby,0
2617,TrophyFishingTournamentSecondBaby,0
2618,TrophyFishingTournamentThirdBaby,0
2619,TrophyFishingTournamentFirstFisherman,0
2620,TrophyFishingTournamentSecondFisherman,0
2621,TrophyFishingTournamentThirdFisherman,0
2622,AnniversaryCake2,0
2623,AnniversaryRadio,0
2624,WeaponAnniversarySword,5
2625,CapeSuperheroDaBomba,4
2626,ShirtSuperheroDaBomba,4
2627,PantsSuperheroDaBomba,4
2628,GlovesSuperheroDaBomba,4
2629,ShoesSuperheroDaBomba,4
2630,MaskSuperheroDaBomba,4
2631,MoustacheSuperheroDaBomba,4
2632,FamiliarCoffeeCup1A,10
2633,ShirtAugmented,5
2634,PantsAugmented,4
2635,ShoesAugmented,4
2636,MaskAugmented,4
2637,HatAntennasAugmented,4
2638,GlassesMonocleAugmented,4
2639,HatHelmetGalacticChampion,4
2640,ShirtGalacticChampion,4
2641,PantsGalacticChampion,4
2642,ShoesGalacticChampion,4
2643,WeaponSwordLaserClaymore,5
2644,WeaponGunGalacticChampion,5
2645,TailNanotech,4
2646,PantsStellarScout,4
2647,ShirtStellarScout,4
2648,HatHelmetStellarScout,4
2649,EarsHeadphonesScifi,4
2650,BeardRavenous,4
2651,HairTentacles,4
2652,HatExtraEyes,4
2653,BeardTrunkNose,4
2654,WeaponDualWinterAxes,5
2655,HatWinterSeal,4
2656,WeaponSuperheroDaBomba,5
2657,HatCrownFae,4
2658,HatWeddingVeil,4
2659,DressWedding,4
2660,EarRingRuby,4
2661,GloveRingRuby,4
2662,HairPinkbowtieBlonde,4
2663,WeaponBoquette,5
2664,HairClassyBlack,4
2665,ShirtTuxedo,4
2666,PantsTuxedo,4
2667,ShoesTuxedo,4
2668,HairIcecream,4
2669,WeaponCandyFloss,5
2670,GlassesLovePatch,4
2671,WingsHeart,4
2672,HatHelmetVisorPWRPink,4
2673,GlovesPWRPink,4
2674,ShoesPWRPink,4
2675,SuitPWRPink,4
2676,BlueprintHatHelmetVisorPWRPink,9
2677,BlueprintGlovesPWRPink,9
2678,BlueprintShoesPWRPink,9
2679,BlueprintSuitPWRPink,9
2680,PinkBrick,0
2681,HeartTrap,0
2682,BaroqueBed,0
2683,CandySpikes,0
2684,Graffiti8a,0
2685,Graffiti8b,0
2686,Graffiti8c,0
2687,Graffiti8d,0
2688,Graffiti8e,0
2689,Graffiti8f,0
2690,Graffiti8g,0
2691,Graffiti8h,0
2692,Graffiti8i,0
2693,HeartSign,0
2694,HangingHearts,0
2695,ConsumableMessageBottleEmpty,7
2696,ConsumableMessageBottleNote,7
2697,FossilDragonPart1,0
2698,FossilDragonPart2,0
2699,FossilDragonPart3,0
2700,FossilDragonPart4,0
2701,FossilDragonPart5,0
2702,FossilDragonPart6,0
2703,FossilDragonPart7,0
2704,HairBieberBrown,4
2705,HairWitcher,4
2706,HairBobRoss,4
2707,HairJPopBlack,4
2708,HairJPopBlonde,4
2709,HairHighPonytailPurple,4
2710,HairTentacious,4
2711,HairPonytailBluePurple,4
2712,HairOldtimer,4
2713,HairSideyBlack2,4
2714,HairLovejoy,4
2715,PocketGamerAward,0
2716,HatSheriff,4
2717,HatHelmetLeaf,4
2718,ShirtArmorLeaf,4
2719,PantsLeaf,4
2720,ShoesLeaf,4
2721,BackhandItemShieldLeaf,4
2722,WeaponSwordClaymoreLeaf,5
2723,WeaponSwordRapierClover,5
2724,FamiliarStpatrickTreasure1A,10
2725,FamiliarStpatrickTreasure2A,10
2726,HatBowtieGreen,4
2727,EarEarringGreen,4
2728,NeckTieGreen,4
2729,HatBowlerPatrick,4
2730,SkirtKiltGreen,4
2731,WingsFaerie,4
2732,DressFaerieGreen,4
2733,WeaponPaintbrushGreen,5
2734,ShirtSmokingJacketBlue,4
2735,GemSoil,0
2736,CelticColumn,0
2737,FairyDust,0
2738,WeaponGlovesBoxing,5
2739,Graffiti9a,0
2740,Graffiti9b,0
2741,Graffiti9c,0
2742,Graffiti9d,0
2743,Graffiti9e,0
2744,Graffiti9f,0
2745,Graffiti9g,0
2746,Graffiti9h,0
2747,Graffiti9i,0
2748,TailPeafowl,4
2749,MaskBunnynator,4
2750,SuitBunnynator,4
2751,ShoesBunnynator,4
2752,GlovesBunnynator,4
2753,WeaponGunBunnynator,5
2754,MaskEggHunterTribe19,4
2755,TailSuperheroRetributor,4
2756,ShirtSuperheroRetributor,4
2757,PantsSuperheroRetributor,4
2758,JetPackLongJumpRetributor,4
2759,MaskSuperheroRetributor,4
2760,WingsSuperheroBuzzkill,4
2761,ShirtSuperheroBuzzkill,4
2762,PantsSuperheroBuzzkill,4
2763,ShoesSuperheroBuzzkill,4
2764,MaskSuperheroBuzzkill,4
2765,LabGreenCanisterHoseShort,0
2766,TutorialSleepPod,0
2767,TutorialSleepPodOpen,0
2768,TutorialFloorCenter,0
2769,TutorialFloorRight,0
2770,TutorialFloorLeft,0
2771,TutorialCable,0
2772,HairSuperheroBuzzkill,4
2773,HieroglyphA03,1
2774,HieroglyphA04,1
2775,HieroglyphA05,1
2776,HieroglyphA06,1
2777,HieroglyphB03,1
2778,HieroglyphB04,1
2779,HieroglyphB05,1
2780,HieroglyphB06,1
2781,HieroglyphB07,1
2782,HieroglyphC01,1
2783,HieroglyphC02,1
2784,HieroglyphC03,1
2785,HieroglyphC04,1
2786,HieroglyphC05,1
2787,HieroglyphC06,1
2788,HieroglyphC07,1
2789,HieroglyphC08,1
2790,HieroglyphD01,1
2791,HieroglyphD02,1
2792,HieroglyphD03,1
2793,HieroglyphD04,1
2794,HieroglyphD05,1
2795,HieroglyphD06,1
2796,HieroglyphD07,1
2797,HieroglyphD08,1
2798,HieroglyphE02,1
2799,HieroglyphE03,1
2800,HieroglyphE04,1
2801,HieroglyphE05,1
2802,HieroglyphE06,1
2803,HieroglyphE07,1
2804,HieroglyphF01,1
2805,HieroglyphF02,1
2806,HieroglyphF03,1
2807,HieroglyphF04,1
2808,HieroglyphF05,1
2809,HieroglyphF06,1
2810,HieroglyphF07,1
2811,HieroglyphF08,1
2812,HieroglyphG01,1
2813,HieroglyphG02,1
2814,HieroglyphG03,1
2815,HieroglyphG04,1
2816,HieroglyphG05,1
2817,HieroglyphG06,1
2818,HieroglyphG07,1
2819,HieroglyphG08,1
2820,HieroglyphH02,1
2821,HieroglyphH03,1
2822,HieroglyphH04,1
2823,HieroglyphH05,1
2824,HieroglyphH06,1
2825,HieroglyphH07,1
2826,HieroglyphI01,1
2827,HieroglyphI02,1
2828,HieroglyphI03,1
2829,HieroglyphI04,1
2830,HieroglyphI05,1
2831,HieroglyphI06,1
2832,HieroglyphI07,1
2833,HieroglyphI08,1
2834,HieroglyphJ01,1
2835,HieroglyphJ02,1
2836,HieroglyphJ03,1
2837,HieroglyphJ04,1
2838,HieroglyphJ05,1
2839,HieroglyphJ06,1
2840,HieroglyphJ07,1
2841,HieroglyphJ08,1
2842,HieroglyphK02,1
2843,HieroglyphK03,1
2844,HieroglyphK04,1
2845,HieroglyphK05,1
2846,HieroglyphK06,1
2847,HieroglyphK07,1
2848,HieroglyphL01,1
2849,HieroglyphL02,1
